text,num_pages,category
"RGE OPOiBi Bureau D'Etudes Technique & Ingénierie Fluides et Thermique Article 8 - LOI APPLICABLE Le présent contrat est régi par les lois et règlements de la République Française. Fait, en deux exemplaires originaux, Le: 09/08/2021 A: MONTROUGE Veuillez signer ce contrat précédé de la mention "" lu et approuvé "" dans la case ci-dessous : L'Assistant à maîtrise d'ouvrage : KYNAN INGENIERIE Le maître d'ouvrage (le client) : KYNAN TRAVAUX.ET INGÉNIERIE 62-bis Avenue Henri GINOUX 92 120 MONTROUGE RCS Nanterre B 822 203 873 Bureau d' 'Études & d'Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie.f",6,amo
"ENERGIE DEVIS 2021-1007 du 13/08/2021 M. DENIS JEAN PAUL Détail Quantité P.U TTC Total TTC TVA Poêle fonctionnant au bois sous forme de bûches. L'appareil possède le label flamme verte 7*. Marque : INVICTA Réf : POELE A BOIS 7 KW INVICTA Travaux sous-traités auprès de l'entreprise BIO SERVICES, RUE ANDERSEN 67870 BISCHOFFSHEIM, représentée par TRENDEL ERIC, SIRET 82111919500013, Certificat rge Numéro QB/53445 attribué le 16/09/2020 valable jusqu'au 16/09/2021 POELE A BOIS 7 KW INVICTA 1,00 0,00 € 0,00 € 0,00% Le poêle a bois est obtenue : avec une charge de 6 à 7 kg constituée de 1 à 2 bûches de bois dur non fendue de grand diamètre. avec un tirage de 6 Pa. en mettant le "" réglage d'allure "" en position "" Combustion prolongée "" après avoir assuré et maintenu l'allumage de la charge. en laissant se poursuivre la combustion jusqu'à obtention d'un lit de braise réduit, destiné à assurer l'allumage d'une charge de reprise. Ce mode de fonctionnement permet à la fois d'obtenir une puissance réduite et une autonomie de 8 heures sans rechargement Puissance nominale : 7 kW Rendement 78 % Taux de CO% 0.08 % - Mise en place d'un chauffe-eau thermodynamique à accumulation. Le COP du materiel installé est de : 2,74 mesuré selon les conditions de la norme EN 16147. Marque : Hitachi Réf : Lagon 280 litres HITACHI Ballon thermodynamique monobloc Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro QPAC/63711 attribué le 01/04/2021 valable jusqu'au 01/04/2022 Lagon 280 litres HITACHI Ballon thermodynamique monobloc 1,00 2 002,96 € 2002,96 € 5,50% UZGG3OLVEE-MO-X COP 2.74 Réchauffage de l'ECS jusqu'à 70°C par la PAC Cuve en acier émaillée, protection par anode en magnésium Évaporateur constitué de tubes cuivre et ailettes aluminium Condenseur en cuivre situé autour de la cuve Régulateur spécifique pour une application ECS intégrant la programmation, différents modes de fonctionnement (économique, hybride et secours), la gestion de la résistance d'appoint, la fonction anti-légionellose. Main d'œuvre et mise en service Chauffe-eau thermodynamique 1,00 U 966,50 € 966,50 € 5,50% Le forfait comprend : Vidange et dépose du ballon existant Mise en place du chauffe- eau thermodynamique en lieu et place de l'ancien chauffe-eau. Raccordement sur eau froide et eau chaude du circuit sanitaire existant au moyen de flexibles. Raccordement sur tuyau de vidange existant. Raccordement sur ligne(s) électrique(s) existante(s) devant correspondre aux normes en vigueur. Remplacement du groupe de sécurité. Remplissage et tests d'étanchéité. Contrôle du bon fonctionnement, Mise en service et conseils d'utilisation. - Toute autre prestation non incluse dans ce forfait, ou ne correspondant pas au détail ci-dessus, devra faire l'objet d'une demande spécifique auprès de nos conseillers, qui seront à même de réaliser un devis personnalisé. - RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 4/5 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",5,devis
"K KYNAN Bureau D'Etudes Technique & Ingénierie Fluides et Thermique OPOiBi CONTRAT D'ASSISTANCE A MAITRISE D'OUVRAGE (AMO) Accompagnement à la rénovation énergétique d' un logement Propriétaire Occupant Entre les soussignés, D'une part le client Agissant pour son propre compte ou en qualité de représentant, ci-après dénommé "" Le maître de l'ouvrage "" Mr ou Mme : MOHAMMEDI MOHAMMED Tel : 07-68-91-26-52 Mail : MOHAMMEDI.MOHAMMED@GMAIL.COM Adresse : 24 RUE DU DR INFROY Code postale : 77290 Ville : MITRY MORY Surface habitable : 252m2 Chauffage avant travaux : COMBU / GAZ Surface des murs à isoler : 179 m2 Et, Ci-après dénommé "" L'assistant à maîtrise d'ouvrage "" La société KYNAN INGENIERIE, Société à Responsabilité Limité au capital de 10000 euros dont le siège social se situe au 62 Bis Av Henri Ginoux, 92120 MONTROUGE immatriculée au RCS de Paris sous le Siret 822 203 873 00044. La réception des courriers et l'accueil clientèle est assuré dans notre siège au 62 Bis Avenue Henri Ginoux ,92120 MONTROUGE (Rez-De-Chaussée) du lundi au vendredi de 10h à 12h puis de 13h30 à 18h30 sur rdv préalablement fixé au 01.72.69.01.88 ou par mail à l'adresse suivante : contact@kynan-ingenierie.fr Représentée par Mr MOUNTOU Vivien son gérant. Il est convenu ce qui suit : KYNAN INGENIERIE est un bureau d' Ingénierie et d' études techniques agissant en tant u'Assistant à Maîtrise d' Ouvrage pour des travaux de rénovation énergétique auprès des entreprises, collectivités et des particuliers principalement. Son rôle est d' accompagner le maître d' ouvrage dans ses travaux d'amélioration de l'habitat ou des bâtiments par la rénovation globale et énergétique. Le présent contrat à vocation à régir les rapports entre le maître d'ouvrage Mr MOHAMMEDI MOHAMMED et l'assistant à maîtrise d'ouvrage (AMO) KYNAN INGENIERIE. Article 1 - OBJET DU CONTRAT Le contrat a pour objet de confier une mission d' assistance à maîtrise d'ouvrage en vue de la réalisation des travaux de rénovation globale et énergétique pour l'amélioration de l'habitat particulièrement ou des Bâtiments. Cette mission comporte la réalisation des prestations principales suivantes : - Visite et état des lieux technique du logement intégrant l'usage du logement fait par ses occupants. - Un logement en résidence principale ou locative situé à 24 RUE DU DOCTEUR INFROY 77290 MITRY MORY, et pour lequel, il est titulaire du droit d' effectuer des travaux sur le bien objet du présent contrat. - Assistance pour l'identification des besoins de travaux et établissement d' 'une proposition de programme. - La réalisation d' un diagnostic technique : Evaluation thermique, Bilan thermique, BAO - Une assistance administrative dans le projet de travaux de rénovation énergétique de l'habit Aide à la demande de devis et assistance à l'analyse et la compréhension des devis reçus par les entreprises RGE, en vue de leur sélection puis acceptation par le maître d' ouvrage. - La constitution et dépôt des dossiers de demande de subventions (collecte des pièces nécessaires) comprenant la vérification du contenu du dossier et de la recevabilité de la demande du maître de l'ouvrage au regard des règles des différentes subventions. - Lorsqu'ur service en ligne est disponible pour l'octroi d' une subvention, le maître de l'ouvrage donne mandat à l'assistant à maîtrise d'ouvrage pour l'obtention de l'accès aux plateformes dématérialisées permettant l'inscription, la transmission du dossier, le suivi du dossier de demande auprès de tout organisme de subvention pour le compte du maître de l'ouvrage, Ce qui peut inclure l'aide à la création d'une adresse courriel pour obtenir l'accès à la plateforme jusqu'à la réalisation complète des travaux. Une assistance dans l'obtention de subvention pour l'opération de travaux de rénovation énergétique de l'habitat auprès d' un des organismes suivants : Bureau d'Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret 82220387300044 . APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie.fr",6,amo
"ENERGIE FACTURE : 2021-0026 du 30/08/2021 M. MOISA PETRICA Détail Quantité P.U TTC Total TTC TVA Termes et conditions CEE Les travaux ou prestations objet du présent document donneront lieu à une contribution financière de TotalEnergies Electricité et Gaz France, versée par TotalEnergies Electricité et Gaz France dans le cadre de son rôle actif et incitatif sous forme de prime, directement ou via sonmandataire VERTIGO, sous réserve de l'engagement de fournir exclusivement à TotalEnergies Electricité et Gaz France les documents nécessaires à la valorisation des opérations au titre du dispositif des Certificats d'Economies d' 'Energie et sous réserve de la validation de l'éligibilité du dossier par TotalEnergies Electricité et Gaz France puis par l'autorité administrative compétente. Le montant de cette contribution financière, hors champ d'applicationde la TVA, est susceptible de varier en fonction des travaux effectivement réalisés et du volume des CEE attribués à l'opération et est estimé à 21 922,51 Le client accepte que RSE ENERGIE collecte et traite ses données à caractère personnel pour les besoins du dépôt d'un dossier CEE sur le registre EMMY conformément aux dispositions réglementaires en vigueur et qu'il communique ces données à TotalEnergies Electricité et Gaz France à des fins de contrôle de la conformité des opérations réalisées chez le client. TotalEnergies Electricité et Gaz France s'engage à respecter la réglementation française et européenne relative à la protection des données à caractère personnel. Total H.T 21 555,26 € Remise - 774,68 € Net H.T 20780,58 € Total TVA 5,5% 1 142,93 € Total TTC 21 923,51 € Prime CEE * - 21 922,51 € Reste à payer 1,00 € Mode de paiement : Chèques, virement ou espèce RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 4/4 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,facture
"REF ENERGIE FACTURE : RSE -2021 - 46 du 23/08/2021 MME MEKHELFI SARAH Détail Quantité P.U TTC Total TTC TVA 520 Type A Longueur (mm) : 2500 - Largeur (mm) : 1200 - Epaisseur (mm) : 12,5 Résistance au feu : A2-s1, d0 - Mise en œuvre conforme au DTU 25-41. Main d'œuvre d'une isolation pour comble aménageable avec placoplâtre 58,00 U 29,99 € 1739,42 € 5,50% Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH- 164 : Forfait fourniture d'isolant pour comble aménageable Mise en œuvre du complexe de placoplâtre mentionné ci-dessus dans le paragraphe : BAR-TH- 164 : Forfait fourniture d'isolant pour comble aménageable Mise en œuvre de l'isolant conforme au DTU 45.10 Mise en œuvre du complexe de placoplâtre conforme au DTU 25.41 - Mise en place l'une isolation thermique en Plancher 55,00 m2 0,00 € 0,00 € 5,50 % % Produit plancher bas, Marque KNAUF, Référence XTherm Réno SE, Epaisseur 96 mm Résistance thermique 3 m².K/W évaluée selon la norme NF EN 12664, la norme NF EN 12667 ou la norme NF EN 12939 pour les isolants non réfléchissants Respect de la norme RT 2012 Certification Acermi 16/007/1194 Norme R3 - Aucun aménagement n'a été fait Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 XTherm Réno SE 55,00 26,00 € 1430,00 € 5,50 % Fourniture de l'isolant pour l'isolation des plancher bas en panneau de polystyrène expansé gris, ignifugé, : Marque : Knauf - Référence : XTherm Réno SE - Certification ACERMI : 16/007/1194 - valide jusqu'au : 31/12/2023 Conforme à la norme NF EN 13163 - Conductivité thermique certifiée : D = 0.032 W/(m.K) Résistance thermique : 3.00m².K/W - Épaisseur : 96mm - Réaction au feu : Euroclasse E Tolérance d'épaisseur : T2 - Transmission de vapeur d'eau : MU 20 à 40 - Contrainte en compression : CS (10) 40 Fourniture du complexe d'isolation comprenant : Fixation : Marque : Hilti - Référence : HTS 8x140-M Diamètre de perçage (mm) : 8mm - profondeur d'ancrage effective (mm) : 25 Diamètre de la rondelle (mm) : 60 - Epaisseur max de l'isolant (mm) : 100 Matière : Fût : Polyéthylène - Rondelle : Polypropylène - Clou en plastique : Polyamide renforcé par vibre de verre - Clou composite : Acier galvanisé ou équivalent Forfait main d' œuvre d'une isolation pour plancher bas 55,00 m² 19,99 € 1 099,45 € 5,50% Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour plancher bas. Mise en œuvre du complexe d'isolation mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour plancher bas. - Mise en place d'une pompe à chaleur de type air/eau, Haute température. L'efficacité énergétique saisonnière est de : 125% calculée selon le règlement (EU) n° 813/2013 de la commission du 2 aout 2013. La surface chauffée par la PAC est de 105,00 m2 Marque : Hitachi Réf YUTAKI S80 16KW TRI / UE: RAS-6WHNPE - Dépose et remplacement d'une chaudière Fioul, autre qu'à condensation RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € - 4 ALLÉE DES GARAYS - 91120 PALAISEAU 2/4 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,facture
"REF ENERGIE FACTURE : 2021-0045 du 26/08/2021 MME BELIS KATHERINE Détail Quantité P.U TTC Total TTC TVA - Mise en place d'une pompe à chaleur de type air/air - La puissance Thermique Nominale est de 5.2 kW, calculée selon le règlement n 202/2012 de la commission du 6 mars 2012. - Le coefficient de Performance Saisonnier est de 4,6, calculé selon le règlement n °206/2012 de la commission du 6 mars 2012. - La surface chauffée par la PAC est de 50,00 m2 Marque : Hitachi Réf - Unité Extérieure Multisplit HITACHI 2 sorties R32 4/5,2KW RAM40NP2E Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro QPAC/63711 attribué le 01/04/2021 valable jusqu'au 01/04/2022 - Unité Extérieure Multisplit HITACHI 2 sorties R32 4.0/5,2KW/ UE: RAM-40NP2E 1,00 2400,00 € 2400,00 € 20,00 9 % - POMPE À CHALEUR AIR / AIR - GROUPE EXTERIEUR - MARQUE : HITACHI - PUISSANCE : 5,2 KW CHAUD - SCOP 4,6 COP 4.4 - FLUIDE : R32 - PERFORMANCES GARANTIES FROID : -10°C +43°C - PERFRORMANCES GARANTIES CHAUD : -15°C +21°C Splits Mokai RAK-25RPE 2,5kw 2,00 U 1 000,00 € 2000,00 € 20,00 % Unité intérieur: 2,5kw, référence: RAK-25RPE. Dimension (H x L x P): 280x780x230, 4 vitesses de ventilation, niveau sonore 22 dB en petite vitesse. Télécommande infrarouge hebdomadaire RAR-6NE1 incluse Forfait installation et mise en service pompe à chaleur air/air Bi-splits HITACHI 1,00 U 2500,00 € 2 500,00 € 5,50% Installation et mise en service pompe à chaleur air/air Bi-splits Hitachi - Déplacement Installation des unités intérieures maxi 2.5 mètres de hauteur (mural ou console). - Installation du groupe extérieur maxi 2.5 mètres de hauteur. - Percements de murs en parpaing où en brique. - Fourniture et fixation des goulottes et accessoires (30 mètres inclus). - Mise en place de l'alimentation électrique entre unité intérieure et unité extérieure. - Mise en place des liaisons frigorifiques à moins de 30 mètres. - Mise en place des évacuations. - Raccordement des interconnexions. - Raccordement des liaisons frigorifiques. - Mise sous pression d'azote à 30 Bars. - Appoint éventuel de Gaz à hauteur de 500Gr. - Tirage au vide de l'installation. - Rebouchage des percements a la mousse de polyuréthane. - Explications et formation sur le bon fonctionnement du matériel. - Installation d'un appareil indépendant de chauffage au bois Poêle fonctionnant au bois sous forme de granulés. L'appareil possède le label flamme verte 7*. Marque DFF Réf : POELE KIARA 8 kW Travaux sous-traités auprès de l'entreprise BIO SERVICES, RUE ANDERSEN 67870 BISCHOFFSHEIM, représentée par TRENDEL ERIC, SIRET 82111919500013, Certificat rge Numéro QB/53445 attribué le 16/09/2020 valable jusqu'au 16/09/2021 1,00 0,00 € 0,00 € 5,50 % POELE KIARA 8 kW MARQUE / REFERENCE : DFF / KIARA 8 kW - Sortie fumées arrière RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 4/5 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",5,facture
"BUREAU D'ETUDE KYNAN INGENIERIE 62 Bis Avenue Henri Ginoux 92120 MONTROUGE Tel : 01 72 69 01 88 K KYNAN Email : contact@kynan-ingenierie.fr CONTRAT D'ASSISTANCE A MAITRISE D'OUVRAGE (AMO) RGE OPOiBi BAO L'INGÉNIERIE QUALIFIÉE EVOLUTION SED Efficacité énergétique ENR GOMO bil Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie.f",5,amo
R.2022.07.04.21 RAPPORT D'INSPECTION Page 2/17 EliteInspection DATE DE LA VISITE : 04/07/2022 RSE ENERGIE 4 ALLEE DES GARAYS N° DE RAPPORT : R.2022.07.04.21 91120 PALAISEAU LIEU D'INTERVENTION NOM DU BENEFICIAIRE MOHAMMEDI MOHAMED MOHAMMEDI MOHAMED 24 RUE DU DR INFROY 24 RUE DU DR INFROY 77290 MITRY MORY 77290 MITRY MORY ENTREPRISE AYANT RÉALISÉ LES TRAVAUX PREUVE DE LA REALISATION RSE ENERGIE Date d'engagement de l'opération : 06/08/2021 SIREN : 525 289 971 Date de la preuve de la réalisation : 31/08/2021 4 ALLEE DES GARAYS Référence de la facture : 2021-0047 91120 PALAISEAU HABITATION ENERGIE UTILISEE POUR LE CHAUFFAGE Nature du lot : Maison individuelle Electricité Nombre de lots : 1 Combustible Bâtiment de plus de 2 ans : Oui Mixte Surface habitable : 252 m² DATE DE VISITE CONTROLEUR VISA 04/07/2022 LAHSSEN KARMA yo CONTENU ET CONDITIONS DE LA VÉRIFICATION Référentiel : BAR-TH-164 - Rénovation globale d' une maison individuelle existante Secteur : Bâtiments résidentiels existants Inspection d'une opération standardisée d l'économie d' énergie rentrant dans le cadre de la délivrance des certificats d'économie d' l'énergie ELITE QUALITY INSPECTION 31 Av. du Général Leclerc 92100 BOULOGNE-BILLANCOURT Ce rapport ne peut être reproduit SIREN N°851 955005-RCS - de NANTERRE que dans son intégralité,17,cofrac
"ENERGIE DEVIS : 2021-1100 MME PICARD LAURA Numéro Client : RSE-2021-1100 21 RUE DE CHEVRY Date de devis : 09/08/2021 45700 ST MAURICE SUR FESSARD Date de visite préalable : 05/08/2021 Tél : 07-82-80-72-28 Adresse des travaux : 21 RUE DE CHEVRY E-mail : lau.laura@live.fr 45700 ST MAURICE SUR FESSARD Zone H1 Précarité : Classique Parcelle cadastrale : 000 / ZB / 0358 Type de chauffage : Combustible / Bois Type de logement : Maison individuelle / 152 m² Détail Quantité P.U TTC Total TTC TVA BAR-TH-164 : Rénovation globale d'une maison individuelle de surface habitable (Shab) 152 m², ayant un équipement de production de chaleur utilisant du Bois. L'audit énergétique a été réalisée le 04/08/2021 par le bureau d'étude KYNAN TRAVAUX ET INGENIERIE, n° SIRET 82220387300044, n° RGE étude 21 08 4429 sous la référence TH-164 4807, en utilisant le logiciel BAO, version 2.0.46. Le logiciel utilise un moteur de calcul validé par le CSTB, le CEREMA qui prend en compte les 3 usages suivants : Chauffage - Eau chaude sanitaire - Climatisation. La formule de calcul est : (Cef initial - Cef projet) X Shab x Coefficient de bonification Coup de Pouce Caractéristiques du bâtiment données par l'étude énergétique : * Cef initial : 880,97 kWh/m².an Cef projet : 67,68 kWh/m².ar (Consommation conventionnelle en Energie Finale avant et après les travaux de rénovations) * Cep initial : 561,68 kWh/m².an * Cep projet : 174,85 kWh/m². (Consommation conventionnelle en Energie Primaire avant et après les travaux de rénovations) Gain énérgetique du projet par rapport à la consommation conventionnelle en énergie primaire avant travaux : 68,87 %. Les émissions de gaz à effet de serre (kgeqCO2/m²) après rénovation sont inférieures ou égales à la valeur initiale de ces émissions avant travaux. Les équipements de production de chaleur chauffage ou ECS installés utilisent 50 % d'énergie renouvelable et de récupération (EnR&R). Travaux réalisés : Mise en place d'une isolation thermique en Rampant Marque KNAUF, Référence isolant pour comble aménageable avec placoplâtre, Epaisseur 200 mm Résistance thermique 6,3 m² K/W évaluée selon la norme NF EN 12664, la norme NF EN 12667 ou la norme NF EN 12939 pour les isolants non réfléchissants Respect de la norme RT 2012 Certification Acermi 15/016/1090 - la nécessité d'un cache spot n'est pas requise, mise en place d'un pare-vapeur, la mise en place d'un écart au feu autour de tous dispositifs générant de la chaleur n'est pas requise, la mise en place d'un contour de trappe n'est pas requise, le coffrage/suspension de la VMC n'est pas requis, la mise en place d'une pige de repérage n'est pas requise Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 Date de la visite technique : 05/08/2021 isolant pour comble aménageable avec placoplâtre 30,00 37,98 € 1 139,40 € 5,50% Fourniture de l'isolant pour l'isolation des combles aménageable par rouleaux en laine minérale : Marque : Knauf - Modèle : RT PLUS 032 - Certification ACERMI : 15/016/1090 - valide jusqu'au : 31/12/2023 Conductivité thermique : 0,032 W/ (m.K) - Résistance Thermique : 6,30 m²K/w Épaisseur : 200mm - Réaction au feu : Euroclasse F - Tolérance d'épaisseur : T4 Absorption d' 'eau à court terme par immersion partielle : WS Absorption d'eau à long terme par immersion partielle : WL(P) Résistance à l'écoulement de l'air : AFr5 - Transmission de vapeur d'eau : Z140 Fourniture du complexe de placoplâtre comprenant : Fourrure : Marque : Isopratic - Référence : F47/17 - Modèle : F473 Longueur : 3,00m - Qualité : DX51D - Galvanisé : Z140 - Epaisseur de la tôle : 0,60mm 0,05mm Suspente : Marque : Isolava - Référence : 271899 - Modèle : F 47 Longueur (mm) : 240 - Qualité : DX51D - Galvanisé : Z140 Epaisseur de la tôle : 0,60mm 0,05mm Placoplâtre : Plaque de Plâtre : Marque : Isolava - Référence : 52626 - Modèle : BA13 STANDARD Type de plaque : NF EN 520 Type A Longueur (mm) : 2500 - Largeur (mm) : 1200 - Epaisseur (mm) : 12,5 Résistance au feu : A2-s1, d0 - Mise en œuvre conforme au DTU 25-41. RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € - 4 ALLÉE DES GARAYS - 91120 PALAISEAU 1/5 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",5,devis
"R1/ Revenus du ménage bénéficiaire de l'opération (*) Nom du signataire : MOUSSA Prénom du signataire : ABDELAZIZ (*) Adresse : 28 RUE MOZART Complément d' ''adresse : (*) Code postal : 77290 (*) Ville : MITRY MORY Pays FRANCE Pour une opération engagée jusqu'au 31 mars 2021, indiquer les coordonnées suivantes : Téléphone : Mobile : Courriel : Pour une opération engagée à compter du 1er avril 2021, indiquer les coordonnées suivantes : *Téléphone : 0689153811 (indiquer un numéro de téléphone fixe ou de téléphone portable) * Courriel : AZIZ LMOUSSA@LAPOSTE.NET (indiquer : "" néant "" si le bénéficiaire ne dispose pas d' une adresse de courriel) Cocher l'une des deux cases suivantes : en tant que bénéficiaire de l'opération d' économies d' énergie, j atteste que : Les revenus de mon ménage sont inférieurs aux plafonds du tableau B et supérieurs aux plafonds du tableau A ci-dessous, et mon ménage comporte : Nombre de personnes : Si mon ménage comporte plusieurs foyers fiscaux et que les pièces justificatives des revenus sont les avis d' 'imposition : (*) Nombre de foyers fiscaux : (*) Nom (s) et prénom (s) du/des premier (s) déclarant (s) des autres foyers fiscaux : X Les revenus de mon ménage sont inférieurs aux plafonds du tableau A ci-dessous, et mon ménage comporte : (*) Nombre personnes : 6 Si mon ménage comporte plusieurs foyers fiscaux et que les pièces justificatives des revenus sont les avis l'imposition : (*) Nombre de foyers fiscaux : (*) Nom (s) et prénom (s) du/des premier (s) déclarant (s) des autres foyers fiscaux : Tableau A Plafonds de revenus du ménage en Ile-de- Plafonds de revenus du ménage pour les Nombre de personnes composant le ménage France (€) autres régions (€) 1 20 593 14 879 2 30 225 21 760 3 36 297 26 170 4 42381 30 572 5 48 488 34 993 Par personne supplémentaire + 096 +4 412 Tableau B Plafonds de revenus du ménage en Île-de- Plafonds de revenus du ménage pour les autres Nombre de personnes composant le ménage France (€) régions (€) 1 25 068 19 074 2 36792 27 896 3 44188 33 547 4 51 597 39 192 5 59 026 44 860 Par personne supplémentaire + 7 422 +5651 Fait à MITRY MORY (*) Le 30.08.2021 (*) Signature du bénéficiaire Jan 5/6",6,AH
"BUREAU D'ETUDE KYNAN INGENIERIE 62 Bis Avenue Henri Ginoux 92120 MONTROUGE Tel: : 01 72 69 01 88 K KYNAN Email : contact@kynan-ingenierie.f / N G E N I E R I E CONTRAT D'ASSISTANCE A MAITRISE D'OUVRAGE (AMO) RGE OPOiBi BAO L'INGÉNIERIE QUALIFIÉE EVOLUTION SED Efficacité énergétique ENR r 3 C y o D Bureau d' Études & d'Ingénierie Thermique, Sarl au capital de 10000 € inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie. fr",6,amo
"B/ Bénéficiaire de l'opération d'économies d'énergie *Nom du signataire : GEAUFFROY Prénom du signataire : ODETTE *Pour les bénéficiaires personnes morales, préciser : *Raison sociale du bénéficiaire : *Numéro SIREN du bénéficiaire : A défaut le bénéficiaire atteste sur l'honneur qu'il est dépourvu de numéro SIREN en cochant cette case : (mentionner la raison sociale et le numéro SIREN du syndic dans le cas des copropriétés). *Fonction du signataire : PROPRIÉTAIRE * Adresse : 353 RUE DU FIEF DU ROC Compléments d' adresse : *Code postal : 16110 *Ville : LA ROCHETTE Pays FRANCE Pour une opération engagée jusqu'au 31 mars 2021, indiquer les coordonnées suivantes : Téléphone : Mobile Courriel : Pour une opération engagée à compter du 1er avril 2021, indiquer les coordonnées suivantes : *Téléphone : 06-09-76-60-01 (indiquer un numéro de téléphone fixe ou de téléphone portable) *Courriel : G.ALAIN72@GMAIL.COM (indiquer : "" néant "" si le bénéficiaire ne dispose pas d'une adresse de courriel) * Cocher l'une des deux cases suivantes : à l'issue des opérations d' 'économies d' énergie : Je suis le seul propriétaire (final) ou le locataire des équipements installés ; ou le syndic de la copropriété ou prend place l'opération d'économies d'énergie ; ou l'occupant du logement où prend place l'opération d'économies d' 'énergie et je finance cette opération ; ou la personne recevant le service acheté ; Je suis le maître l'ouvrage, l'un des propriétaires des équipements installés, ou l'affectataire (au titre du transfert de compétence entre collectivités territoriales) des biens sur lesquels ont lieu l'opération. Le bénéficiaire ne peut prétendre qu'une seule fois à une contribution versée dans le cadre du dispositif des certificats d'économies d'énergie. En tant que bénéficiaire de l'opération d'économies d' 'énergie, j'atteste sur l'honneur : - que TotalEnergies Electricité et Gaz France m a apporté une contribution individualisée (action personnalisée de sensibilisation ou d'accompagnement, aide financière ou équivalent). Cette contribution m'a incité à réaliser cette opération d' économies d' énergie; - que je fournirai exclusivement à TotalEnergies Electricité et Gaz France l'ensemble des documents permettant de valoriser cette opération au titre du dispositif des certificats d' économies d'énergie, notamment la facture (ou à défaut une autre preuve de la réalisation effective de l'opération) ; - que je ne signerai pas, pour cette opération, d'attestation sur l'honneur semblable avec une autre personne morale ; - l'exactitude des informations que j'ai communiquées ci-dessus sur les caractéristiques de mon bien (type de bâtiment, surfaces, énergie de chauffage, etc.) et que la ou les opérations d' économies d' énergie décrites ci-dessus ont été intégralement réalisées. Je suis informé que je suis susceptible d' être contacté par les services du ministère chargé de l'énergie (ou tout organisme désigné par le ministère chargé de l'énergie) dans le cadre d'un contrôle concernant la nature de l'opération et la réalisation effective de celle-ci ; - que les économies d' énergie réalisées par cette opération ne viennent pas réduire les émissions de gaz à effet de serre d'une installation classée visée à l'article L. 229-5 du code de l'environnement dont je suis l'exploitant - qu'aucune aide à l'investissement de l'Agence de l'environnement et de la maîtrise de l'énergie (ADEME) n'a été reçue ou ne sera sollicitée pour cette opération ou qu'une aide à l'investissement de l'ADEME a été reçue ou sollicitée et que le calcul et la décision d'attribution de cette aide prennent en compte la délivrance de certificats d' 'économies d'énergie. Fait à LA ROCHETTE *Le 04.04.2022 *Signature du bénéficiaire Pour les personnes morales, son cachet et la signature du représentant 3/6",6,AH
